Transaction Amount,Payment Method,Product Category,Quantity,Customer Age,Device Used,Is Fraudulent,Account Age Days,Transaction Hour,Transaction Day,Transaction DOW,Transaction Month,Is Address Match
0.4967141530112327,debit card,beauty,0.9278194561160589,2.1319836495006173,tablet,0,1206,23,17,5,6,1
-0.13826430117118466,e-wallet,electronics,0.0019129360209939365,2.0292973556024227,mobile,0,777,15,15,6,12,1
0.6476885381006925,credit card,sports,-0.06093951178599691,-0.09475314631534462,mobile,0,344,2,27,1,3,1
1.5230298564080254,bank transfer,electronics,1.176637548616744,1.1461704509257484,mobile,0,1283,12,16,4,4,1
-0.23415337472333597,credit card,fashion,1.4625303826914446,-0.400428060508607,tablet,0,919,12,6,2,5,1
-0.23413695694918055,debit card,beauty,-0.2395494568848382,1.013286498231345,desktop,0,12,19,20,2,2,1
1.5792128155073915,e-wallet,electronics,0.7992027192421421,-0.1759783314567708,mobile,0,553,23,26,5,12,1
0.7674347291529088,bank transfer,beauty,0.3638913621500538,-1.285439898508484,tablet,0,428,19,2,2,10,1
-0.4694743859349521,debit card,electronics,0.0074371388099146235,-3.532818187678899,mobile,0,1722,18,15,3,4,1
0.5425600435859647,credit card,sports,0.20425494265702587,-0.2687134460706104,desktop,0,523,16,21,3,7,1
-0.46341769281246226,credit card,sports,-0.6880088148448377,0.27906250868529264,desktop,0,659,19,18,2,4,1
-0.46572975357025687,e-wallet,beauty,-0.3060993933310847,1.3303164260362166,tablet,0,443,17,8,3,8,1
0.24196227156603412,debit card,home,-0.5806352797527063,0.03662503215139047,tablet,0,73,13,4,1,1,1
-1.913280244657798,debit card,home,0.9013767164289195,1.0029101347175888,desktop,0,1189,1,28,6,9,1
-1.7249178325130328,e-wallet,fashion,-0.0952011155410625,-0.45394154722152685,tablet,0,1162,15,30,4,5,1
-0.5622875292409727,bank transfer,home,-1.2977140246150385,-0.3372789695314452,desktop,0,1353,7,5,5,11,1
-1.0128311203344238,debit card,beauty,-0.7234372231630879,1.0540356825285855,mobile,0,1057,9,8,4,2,1
0.3142473325952739,e-wallet,home,-3.1992646452121782,-2.464674484669272,desktop,0,1741,15,22,5,6,1
-0.9080240755212109,debit card,fashion,-0.4944926018821485,0.012983828902915837,mobile,0,148,6,17,6,4,1
-1.4123037013352915,e-wallet,electronics,0.0376450650971495,-0.39996134955586493,tablet,0,1964,5,6,4,8,1
1.465648768921554,credit card,home,-0.13613584886697372,1.3606112048522843,mobile,0,331,3,15,0,8,1
-0.22577630048653566,credit card,beauty,1.9801543515313924,-0.52824629497982,desktop,0,1769,2,1,1,10,1
0.06752820468792384,debit card,beauty,0.5749060409150368,0.5165849695700944,tablet,0,349,10,11,5,7,1
-1.4247481862134568,debit card,fashion,0.5304518530891508,0.9215169693346942,tablet,0,1647,9,6,4,12,1
-0.5443827245251827,credit card,fashion,-1.6432690345702778,-1.4925959941304103,desktop,0,637,13,23,4,12,1
0.11092258970986608,bank transfer,sports,-0.3646420541171327,-0.13937030827390118,tablet,0,636,4,6,4,3,1
-1.1509935774223028,e-wallet,sports,-0.4866628073236956,-0.43163643408593794,desktop,1,1293,1,20,6,10,1
0.37569801834567196,bank transfer,sports,-0.7860811988080079,0.9462932468295944,mobile,0,1148,12,20,4,4,1
-0.600638689918805,bank transfer,electronics,-0.7998806655133466,0.6750818408121937,mobile,0,748,17,30,3,3,1
-0.2916937497932768,bank transfer,beauty,-1.8081229539416237,-0.2332020300591821,tablet,0,831,23,18,6,1,1
-0.6017066122293969,credit card,sports,-1.2758532046813285,-1.0474080504160517,desktop,0,654,2,18,3,7,1
1.8522781845089378,debit card,beauty,0.8740934027649491,1.03814669602009,desktop,0,1737,22,7,1,11,1
-0.013497224737933921,bank transfer,fashion,-0.14291469199318227,-0.06765277659878156,mobile,0,54,10,26,1,10,1
-1.0577109289559004,credit card,electronics,-0.506402418274334,-1.6183765656674622,mobile,0,426,5,24,4,8,1
0.822544912103189,e-wallet,fashion,-0.00541133465270806,-1.5323803989699238,tablet,0,934,23,16,4,11,1
-1.2208436499710222,debit card,beauty,1.167390678701151,0.4376334300729764,desktop,0,83,2,22,4,8,1
0.2088635950047554,e-wallet,sports,0.004210520875785671,-1.2758061927655187,tablet,0,618,0,22,0,8,1
-1.9596701238797756,bank transfer,fashion,0.5403741309310379,1.8596474936036136,tablet,0,1647,5,23,5,1,1
-1.3281860488984305,debit card,home,-0.8466048423882574,-0.9370702843593306,tablet,0,373,5,19,2,1,1
